CCTV,#genre#
北京财经,http://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s5/index.m3u8
冬奥纪实,http://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s6/index.m3u8
北京生活,http://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s7/index.m3u8
北京青年,http://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s8/index.m3u8
北京新闻,http://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s9/index.m3u8
卡酷少儿,http://111.6.126.218/hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s10/index.m3u8

东方影视,http://117.148.179.166/PLTV/88888888/224/3221231639/index.m3u8 
上海纪实人文,http://117.148.179.168/PLTV/88888888/224/3221231612/index.m3u8 
上海都市,http://117.148.179.165/PLTV/88888888/224/3221231618/index.m3u8 
欢笑剧场,http://117.148.179.168/PLTV/88888888/224/3221230739/index.m3u8 
幸福彩,http://117.148.179.156/PLTV/88888888/224/3221231730/index.m3u8 


浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8
浙江影视,http://hw-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
浙江钱江,http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8
浙江经济,http://hw-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
浙江4,http://hw-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
浙江6,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8
浙江数码时代12,http://hw-m-l.cztv.com/channels/lantian/channel12/1080p.m3u8
浙江蓝13,http://hw-m-l.cztv.com/channels/lantian/channel13/1080p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8

专业频道,#genre#
求索纪录,http://111.11.123.49:6610/000000001000/6000000002000032052/1.m3u8?Contentid=6000000002000032052&livemode=1&stbId=3&channel-id=wasusyt#http://cache.ott.fifalive.itv.cmvideo.cn:80/6000000002000032052/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032052&livemode=1&stbId=no
求索动物,http://111.11.123.49:6610/000000001000/6000000002000010046/1.m3u8?Contentid=6000000002000010046&livemode=1&stbId=3&channel-id=wasusyt#http://cache.ott.fifalive.itv.cmvideo.cn:80/6000000002000010046/index.m3u8?channel-id=wasusyt&Contentid=6000000002000010046&livemode=1&stbId=no
求索科学,http://111.11.123.49:6610/000000001000/6000000002000032344/1.m3u8?Contentid=6000000002000032344&livemode=1&stbId=3&channel-id=wasusyt#http://cache.ott.fifalive.itv.cmvideo.cn:80/6000000002000032344/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032344&livemode=1&stbId=no
求索生活,http://111.11.123.49:6610/000000001000/6000000002000003382/1.m3u8?Contentid=6000000002000003382&livemode=1&stbId=3&channel-id=wasusyt
咪咕Y+,http://117.148.179.146/PLTV/88888888/224/3221230226/index.m3u8 

海看热播,http://192.168.123.1:8888/udp/239.253.254.94:8000
海看剧场,http://192.168.123.1:8888/udp/239.253.254.98:8000
海看爱宠,http://192.168.123.1:8888/udp/239.253.254.96:8000
海看少儿,http://192.168.123.1:8888/udp/239.253.254.99:8000
海看电竞,http://192.168.123.1:8888/udp/239.253.254.115:8000
海看大片,http://192.168.123.1:8888/udp/239.253.254.97:8000
都市剧场,http://192.168.123.1:8888/udp/239.253.254.178:8000

iptv3+,http://192.168.123.1:8888/udp/239.253.254.129:8000
iptv5+,http://192.168.123.1:8888/udp/239.253.254.109:8000#http://192.168.123.1:8888/udp/239.253.254.131:8000
iptv6+,http://192.168.123.1:8888/udp/239.253.254.128:8000
iptv8+,http://192.168.123.1:8888/udp/239.253.254.132:8000
IPTV经典电影,http://192.168.123.1:8888/udp/239.253.254.126:8000
IPTV热播剧场,http://192.168.123.1:8888/udp/239.253.254.125:8000
IPTV少儿动画,http://192.168.123.1:8888/udp/239.253.254.127:8000
IPTV魅力时尚,http://192.168.123.1:8888/udp/239.253.254.130:8000
IPTV收视指南,http://192.168.123.1:8888/udp/239.253.254.124:8000
IPTV谍战剧场,http://192.168.123.1:8888/udp/239.253.254.135:8000
IPTV相声小品,http://192.168.123.1:8888/udp/239.253.254.136:8000
IPTV野外,http://192.168.123.1:8888/udp/239.253.254.137:8000
IPTV法治,http://192.168.123.1:8888/udp/239.253.254.138:8000
音乐现场,http://192.168.123.1:8888/udp/239.253.254.202:8000
海看4K UHD ,http://192.168.123.1:8888/udp/239.253.254.101:8000

先锋乒羽,http://192.168.123.1:8888/udp/239.253.254.155:8000
财富天下,http://192.168.123.1:8888/udp/239.253.254.230:8000
金鹰卡通,http://192.168.123.1:8888/udp/239.253.254.62:8000
优漫卡通,http://192.168.123.1:8888/udp/239.253.254.64:8000
哈哈炫动,http://192.168.123.1:8888/udp/239.253.254.63:8000
嘉佳卡通,http://192.168.123.1:8888/udp/239.253.254.65:8000
爱上4k,http://192.168.123.1:8888/udp/239.253.254.102:8000
CCTV-4k,http://192.168.123.1:8888/udp/239.253.254.181:8000
CCTV-3,http://192.168.123.1:8888/udp/239.253.254.4:8000
CCTV-5,http://192.168.123.1:8888/udp/239.253.254.6:8000
CCTV-6,http://192.168.123.1:8888/udp/239.253.254.7:8000
CCTV-8,http://192.168.123.1:8888/udp/239.253.254.9:8000




电影,#genre#
红色谍战剧场,http://117.148.179.169/PLTV/88888888/224/3221231627/index.m3u8
成龙作品集,http://117.148.179.163/PLTV/88888888/224/3221231687/index.m3u8
周润发影院,http://117.148.179.177/PLTV/88888888/224/3221231709/index.m3u8
张国荣影院,http://117.148.179.177/PLTV/88888888/224/3221231790/index.m3u8
郭富城影院,http://117.148.179.152/PLTV/88888888/224/3221231688/index.m3u8
怀旧老片,http://117.148.179.146/PLTV/88888888/224/3221231513/index.m3u8
刘德华影院,http://117.148.179.154/PLTV/88888888/224/3221231757/index.m3u8
少林剧场,http://117.148.179.160/PLTV/88888888/224/3221231628/index.m3u8
吴京作品集,http://117.148.179.183/PLTV/88888888/224/3221231564/index.m3u8
周星驰影院,http://117.148.179.153/PLTV/88888888/224/3221231562/index.m3u8
午夜失眠剧场,http://117.148.179.141/PLTV/88888888/224/3221231516/index.m3u8
每日荐影,http://117.148.179.162/PLTV/88888888/224/3221231727/index.m3u8
经典贺岁片,http://117.148.179.159/PLTV/88888888/224/3221231679/index.m3u8
古龙作品集,http://117.148.179.160/PLTV/88888888/224/3221231657/index.m3u8
古天乐影院,http://117.148.179.176/PLTV/88888888/224/3221231645/index.m3u8
追剧少女,http://117.148.179.179/PLTV/88888888/224/3221231643/index.m3u8
黄金剧场,http://117.148.179.183/PLTV/88888888/224/3221231637/index.m3u8
高分影院,http://117.148.179.182/PLTV/88888888/224/3221231699/index.m3u8
神探狄仁杰,http://117.148.179.139/PLTV/88888888/224/3221231634/index.m3u8
SNH48剧场公演,http://117.148.179.139/PLTV/88888888/224/3221231622/index.m3u8
军旅剧场,http://117.148.179.145/PLTV/88888888/224/3221231585/index.m3u8
杨幂作品集,http://117.148.179.183/PLTV/88888888/224/3221231556/index.m3u8
高能烧脑时刻,http://117.148.179.169/PLTV/88888888/224/3221231504/index.m3u8
试胆大会,http://117.148.179.166/PLTV/88888888/224/3221231672/index.m3u8
盗墓方法论,http://117.148.179.164/PLTV/88888888/224/3221231652/index.m3u8
TVB剧场,http://117.148.179.157/PLTV/88888888/224/3221231733/index.m3u8
刘亦菲影视展播,http://117.148.179.165/PLTV/88888888/224/3221231787/index.m3u8
僵尸剧场,http://117.148.179.165/PLTV/88888888/224/3221231742/index.m3u8
云上电影院,http://117.148.179.176/PLTV/88888888/224/3221231565/index.m3u8
喜剧联盟,http://117.148.179.154/PLTV/88888888/224/3221231621/index.m3u8
奥运足球频道,http://117.148.179.173/PLTV/88888888/224/3221232023/index.m3u8
5G+,http://117.148.179.166/PLTV/88888888/224/3221231736/index.m3u8
24小时体育,http://117.148.179.172/PLTV/88888888/224/3221231778/index.m3u8
时尚频道,http://juyunlive.juyun.tv/live/24950198.m3u8
咪咕Y+,http://117.148.179.146/PLTV/88888888/224/3221230226/index.m3u8
每日科幻电影,http://117.148.179.160/PLTV/88888888/224/3221231568/index.m3u8
葛优作品集,http://117.148.179.139/PLTV/88888888/224/3221231754/index.m3u8
金庸频道,http://117.148.179.132/PLTV/88888888/224/3221231477/index.m3u8
新片放映厅,http://117.148.179.160/PLTV/88888888/224/3221231640/index.m3u8
4K剧场,http://117.148.179.161/PLTV/88888888/224/3221231624/index.m3u8
爱情公寓,http://117.148.179.160/PLTV/88888888/224/3221231583/index.m3u8
追剧少女,http://117.148.179.179/PLTV/88888888/224/3221231643/index.m3u8
武侠剧场,http://117.148.179.160/PLTV/88888888/224/3221231763/index.m3u8
相声小品,http://117.148.179.160/PLTV/88888888/224/3221231570/index.m3u8
健康中国,http://117.148.179.160/PLTV/88888888/224/3221231720/index.m3u8


时移(咪咕),#genre#
CCTV-1,http://117.148.179.155/PLTV/88888888/224/3221231468/index.m3u8
CCTV-1,http://117.148.179.155/PLTV/88888888/224/3221231471/index.m3u8
CCTV-2,http://117.148.179.156/PLTV/88888888/224/3221232362/index.m3u8
CCTV-2,http://117.148.179.147/PLTV/88888888/224/3221231678/index.m3u8
CCTV-3,http://117.148.179.183/PLTV/88888888/224/3221231682/index.m3u8
CCTV-3,http://117.148.179.140/PLTV/88888888/224/3221231528/index.m3u8
CCTV-4,http://117.148.179.182/PLTV/88888888/224/3221231726/index.m3u8
CCTV-4 欧洲,http://117.148.179.162/PLTV/88888888/224/3221231615/index.m3u8
CCTV-4 美洲,http://117.148.179.160/PLTV/88888888/224/3221231654/index.m3u8
CCTV-5,http://117.148.179.162/PLTV/88888888/224/3221233031/index.m3u8
CCTV-5,http://117.148.179.162/PLTV/88888888/224/3221233115/index.m3u8
CCTV-5+,http://117.148.179.136/PLTV/88888888/224/3221231459/index.m3u8
CCTV-5+,http://117.148.179.139/PLTV/88888888/224/3221231535/index.m3u8
CCTV-6,http://117.148.179.153/PLTV/88888888/224/3221231724/index.m3u8 
CCTV-7,http://117.148.179.160/PLTV/88888888/224/3221231633/index.m3u8
CCTV-8,http://117.148.179.160/PLTV/88888888/224/3221231694/index.m3u8
CCTV-9,http://117.148.179.162/PLTV/88888888/224/3221231697/index.m3u8
CCTV-10,http://117.148.179.164/PLTV/88888888/224/3221232492/index.m3u8
CCTV-10,http://117.148.179.175/PLTV/88888888/224/3221231666/index.m3u8
CCTV-11,http://117.148.179.164/PLTV/88888888/224/3221231711/index.m3u8
CCTV-12,http://117.148.179.150/PLTV/88888888/224/3221231660/index.m3u8
CCTV-13,http://117.148.179.139/PLTV/88888888/224/3221231636/index.m3u8
CCTV-14,http://117.148.179.182/PLTV/88888888/224/3221231648/index.m3u8
CCTV-15,http://117.148.179.169/PLTV/88888888/224/3221231693/index.m3u8 
CCTV-16,http://117.148.179.162/PLTV/88888888/224/3221233403/index.m3u8
CCTV-16,http://117.148.179.162/PLTV/88888888/224/3221233436/index.m3u8
CCTV-17,http://117.148.179.167/PLTV/88888888/224/3221231772/index.m3u8
冬奥纪实,http://117.148.179.162/PLTV/88888888/224/3221233356/index.m3u8
冬奥纪实,http://117.148.179.162/PLTV/88888888/224/3221233433/index.m3u8
CCTV怀旧剧场,http://117.148.179.158/PLTV/88888888/224/3221231544/index.m3u8 
CCTV第一剧场,http://117.148.179.172/PLTV/88888888/224/3221231540/index.m3u8 
CCTV风云剧场,http://117.148.179.162/PLTV/88888888/224/3221231604/index.m3u8 
CCTV风云足球,http://117.148.179.137/PLTV/88888888/224/3221231547/index.m3u8 
CCTV世界地理,http://117.148.179.156/PLTV/88888888/224/3221231537/index.m3u8 
CCTV女性时尚,http://117.148.179.167/PLTV/88888888/224/3221231598/index.m3u8 
CCTV央视台球,http://117.148.179.167/PLTV/88888888/224/3221231616/index.m3u8 
CCTV高尔夫网球,http://117.148.179.160/PLTV/88888888/224/3221231619/index.m3u8 
CCTV央视文化精品,http://117.148.179.147/PLTV/88888888/224/3221231561/index.m3u8 
CHC动作电影,http://117.148.179.138/PLTV/88888888/224/3221231580/index.m3u8 
CHC家庭影院,http://117.148.179.151/PLTV/88888888/224/3221231799/index.m3u8 
CETV1,http://117.148.179.156/PLTV/88888888/224/3221231714/index.m3u8 
CETV1,http://117.148.179.149/PLTV/88888888/224/3221231552/index.m3u8 
CETV2,http://117.148.179.162/PLTV/88888888/224/3221231607/index.m3u8 
CETV3,http://117.148.179.136/PLTV/88888888/224/3221231543/index.m3u8 
CETV4,http://117.148.179.155/PLTV/88888888/224/3221231613/index.m3u8
山东卫视,http://117.148.179.137/PLTV/88888888/224/3221227909/index.m3u8 
湖南卫视,http://117.148.179.172/PLTV/88888888/224/3221231729/index.m3u8 
湖南卫视,http://117.148.179.135/PLTV/88888888/224/3221230206/index.m3u8 
湖南卫视,http://117.148.179.148/PLTV/88888888/224/3221230824/index.m3u8 
湖南卫视,http://117.148.179.162/PLTV/88888888/224/3221230206/index.m3u8
湖南卫视,http://117.148.179.162/PLTV/88888888/224/3221230232/index.m3u8
湖南卫视,http://117.148.179.162/PLTV/88888888/224/3221230824/index.m3u8
江苏卫视,http://117.148.179.175/PLTV/88888888/224/3221231447/index.m3u8 
江苏卫视,http://117.148.179.136/PLTV/88888888/224/3221231567/index.m3u8
浙江卫视,http://117.148.179.140/PLTV/88888888/224/3221229352/index.m3u8
东方卫视,http://117.148.179.160/PLTV/88888888/224/3221231738/index.m3u8 
东方卫视,http://117.148.179.167/PLTV/88888888/224/3221231450/index.m3u8
广东卫视,http://117.148.179.141/PLTV/88888888/224/3221231891/index.m3u8 
广东卫视,http://117.148.179.159/PLTV/88888888/224/3221231502/index.m3u8 
北京卫视,http://117.148.179.168/PLTV/88888888/224/3221231732/index.m3u8 
天津卫视,http://117.148.179.146/PLTV/88888888/224/3221228905/index.m3u8 
湖北卫视,http://117.148.179.134/PLTV/88888888/224/3221231523/index.m3u8
黑龙江卫视,http://117.148.179.141/PLTV/88888888/224/3221231967/index.m3u8 
黑龙江卫视,http://117.148.179.162/PLTV/88888888/224/3221231520/index.m3u8 
安徽卫视,http://117.148.179.177/PLTV/88888888/224/3221230215/index.m3u8
辽宁卫视,http://117.148.179.152/PLTV/88888888/224/3221231802/index.m3u8 
江西卫视,http://117.148.179.141/PLTV/88888888/224/3221231964/index.m3u8 
江西卫视,http://117.148.179.157/PLTV/88888888/224/3221231511/index.m3u8
四川卫视,http://117.148.179.142/PLTV/88888888/224/3221231885/index.m3u8 
四川卫视,http://117.148.179.176/PLTV/88888888/224/3221231517/index.m3u8
河北卫视,http://117.148.179.179/PLTV/88888888/224/3221231411/index.m3u8 
贵州卫视,http://117.148.179.160/PLTV/88888888/224/3221231676/index.m3u8 
南方卫视,http://117.148.179.160/PLTV/88888888/224/3221231661/index.m3u8 
山西卫视,http://117.148.179.169/PLTV/88888888/224/3221231444/index.m3u8 
东南卫视,http://117.148.179.160/PLTV/88888888/224/3221231414/index.m3u8 
青海卫视,http://117.148.179.151/PLTV/88888888/224/3221231435/index.m3u8 
云南卫视,http://117.148.179.141/PLTV/88888888/224/3221231499/index.m3u8 
河南卫视,http://117.148.179.144/PLTV/88888888/224/3221231514/index.m3u8 
陕西卫视,http://117.148.179.156/PLTV/88888888/224/3221231408/index.m3u8 
吉林卫视,http://117.148.179.164/PLTV/88888888/224/3221231472/index.m3u8 
广西卫视,http://117.148.179.164/PLTV/88888888/224/3221231600/index.m3u8 
西藏卫视,http://117.148.179.162/PLTV/88888888/224/3221231558/index.m3u8 
内蒙古卫视,http://117.148.179.151/PLTV/88888888/224/3221231478/index.m3u8 
宁夏卫视,http://117.148.179.160/PLTV/88888888/224/3221231441/index.m3u8 
甘肃卫视,http://117.148.179.158/PLTV/88888888/224/3221231393/index.m3u8 
重庆卫视,http://117.148.179.155/PLTV/88888888/224/3221231508/index.m3u8 
新疆卫视,http://117.148.179.183/PLTV/88888888/224/3221231451/index.m3u8 
兵团卫视,http://117.148.179.162/PLTV/88888888/224/3221231469/index.m3u8 
厦门卫视,http://117.148.179.134/PLTV/88888888/224/3221229184/index.m3u8 
四海钓鱼,http://117.148.179.159/PLTV/88888888/224/3221231718/index.m3u8 
环球旅游,http://117.148.179.154/PLTV/88888888/224/3221231712/index.m3u8 
嘉佳卡通,http://117.148.179.144/PLTV/88888888/224/3221231483/index.m3u8 
金鹰纪实,http://117.148.179.141/PLTV/88888888/224/3221231582/index.m3u8 
江苏教育,http://117.148.179.158/PLTV/88888888/224/3221231631/index.m3u8 
优漫卡通,http://117.148.179.183/PLTV/88888888/224/3221231574/index.m3u8 
泰州新闻综合,http://117.148.179.136/PLTV/88888888/224/3221231369/index.m3u8 
泰州新闻综合,http://117.148.179.135/PLTV/88888888/224/3221231430/index.m3u8
山东教育卫视,http://117.148.179.157/PLTV/88888888/224/3221231549/index.m3u8 
东方财经浦东,http://117.148.179.176/PLTV/88888888/224/3221231646/index.m3u8 
哈哈炫动,http://117.148.179.136/PLTV/88888888/224/3221231480/index.m3u8 
法治天地,http://117.148.179.182/PLTV/88888888/224/3221231597/index.m3u8 
数码时代,http://117.148.179.160/PLTV/88888888/224/3221229419/index.m3u8 
CGTN,http://117.148.179.174/PLTV/88888888/224/3221231592/index.m3u8 
CGTN纪录,http://117.148.179.144/PLTV/88888888/224/3221231492/index.m3u8 
CGTN法语,http://117.148.179.156/PLTV/88888888/224/3221231550/index.m3u8 
CGTN西班牙语,http://117.148.179.176/PLTV/88888888/224/3221231546/index.m3u8 
CGTN阿拉伯语,http://117.148.179.163/PLTV/88888888/224/3221231579/index.m3u8 
CGTN俄语,http://117.148.179.179/PLTV/88888888/224/3221231591/index.m3u8 


CCTV-1,http://39.136.48.2:8089/PLTV/88888888/224/3221225859/index.m3u8
CCTV-2,http://39.136.48.2:8089/PLTV/88888888/224/3221225751/index.m3u8
CCTV-3,http://39.136.48.2:8089/PLTV/88888888/224/3221225889/index.m3u8
CCTV-4,http://39.136.48.2:8089/PLTV/88888888/224/3221225757/index.m3u8
CCTV-5,http://39.136.48.2:8089/PLTV/88888888/224/3221226425/index.m3u8
CCTV-5+,http://39.136.48.2:8089/PLTV/88888888/224/3221225781/index.m3u8
CCTV-7,http://39.136.48.2:8089/PLTV/88888888/224/3221225753/index.m3u8
CCTV-8,http://39.136.48.2:8089/PLTV/88888888/224/3221225897/index.m3u8
CCTV-9,http://39.136.48.2:8089/PLTV/88888888/224/3221225759/index.m3u8
CCTV-10,http://39.136.48.2:8089/PLTV/88888888/224/3221225761/index.m3u8
CCTV-12,http://39.136.48.2:8089/PLTV/88888888/224/3221225763/index.m3u8
CCTV-13,http://39.136.48.2:8089/PLTV/88888888/224/3221225949/index.m3u8
CCTV-14,http://39.136.48.2:8089/PLTV/88888888/224/3221225765/index.m3u8
CCTV-15,http://39.136.48.2:8089/PLTV/88888888/224/3221225941/index.m3u8
CCTV-17,http://39.136.48.2:8089/PLTV/88888888/224/3221226093/index.m3u8
山东卫视高清,http://39.136.48.2:8089/PLTV/88888888/224/3221226144/index.m3u8
山东齐鲁高清,http://39.136.48.2:8089/PLTV/88888888/224/3221226045/index.m3u8
山东生活高清,http://39.136.48.2:8089/PLTV/88888888/224/3221225841/index.m3u8
山东综艺高清,http://39.136.48.2:8089/PLTV/88888888/224/3221225855/index.m3u8
山东文旅高清,http://39.136.48.2:8089/PLTV/88888888/224/3221225802/index.m3u8
山东少儿高清,http://39.136.48.2:8089/PLTV/88888888/224/3221226195/index.m3u8
山东体育高清,http://39.136.48.2:8089/PLTV/88888888/224/3221226075/index.m3u8
山东新闻高清,http://39.136.48.2:8089/PLTV/88888888/224/3221226077/index.m3u8
浙江卫视高清,http://39.136.48.2:8089/PLTV/88888888/224/3221225585/index.m3u8
湖南卫视高清,http://39.136.48.2:8089/PLTV/88888888/224/3221225767/index.m3u8
